type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
discharge,[2010.       6.       6.      14.      28.      10.546],22,B0043,40,777,00777.csv,1.5951342406182600,,
charge,[2010.       6.       6.      15.      20.       3.984],22,B0043,41,778,00778.csv,,,
discharge,[2010.       6.       6.      18.      21.      14.171],22,B0043,42,779,00779.csv,1.5878135544728500,,
charge,[2010.       6.       6.      19.      12.      55.125],22,B0043,43,780,00780.csv,,,
discharge,[2010.       6.       6.      22.      14.       8.156],22,B0043,44,781,00781.csv,1.5800601969084200,,
charge,[2010.       6.       6.      23.       5.      46.734],22,B0043,45,782,00782.csv,,,
discharge,[2.010e+03 6.000e+00 7.000e+00 2.000e+00 6.000e+00 5.764e+01],22,B0043,46,783,00783.csv,1.575565087879130,,
impedance,[2.0100e+03 6.0000e+00 7.0000e+00 3.0000e+00 2.0000e+00 2.1765e+01],24,B0043,47,784,00784.csv,,0.060028199443392500,0.1029964391005230
charge,[2010.       6.       7.       3.      34.       7.015],22,B0043,48,785,00785.csv,,,
impedance,[2010.       6.       7.       6.      39.      18.421],24,B0043,49,786,00786.csv,,0.05946405522319260,0.10318260288317900
discharge,[2010.       6.       7.      13.      57.      40.859],22,B0043,50,787,00787.csv,1.5950169012164200,,
impedance,[2010.      6.      7.     14.     53.     59.75],24,B0043,51,788,00788.csv,,0.05992507748021130,0.09963743520230730
charge,[2010.       6.       7.      15.      25.      45.109],22,B0043,52,789,00789.csv,,,
impedance,[2010.       6.       7.      18.      30.      57.328],24,B0043,53,790,00790.csv,,0.058209861764615600,0.09875194822232920
discharge,[2.0100e+03 6.0000e+00 7.0000e+00 1.9000e+01 2.0000e+00 4.3281e+01],22,B0043,54,791,00791.csv,1.5898075522577600,,
charge,[2010.       6.       7.      19.      54.      42.406],22,B0043,55,792,00792.csv,,,
discharge,[2010.       6.       7.      22.      55.      54.203],22,B0043,56,793,00793.csv,1.5807953202097400,,
charge,[2010.       6.       7.      23.      47.      48.609],22,B0043,57,794,00794.csv,,,
discharge,[2.010e+03 6.000e+00 8.000e+00 2.000e+00 4.900e+01 1.156e+00],22,B0043,58,795,00795.csv,1.5704333289187600,,
charge,[2010.       6.       8.       3.      40.      37.515],22,B0043,59,796,00796.csv,,,
discharge,[2010.       6.       8.       6.      41.      51.625],22,B0043,60,797,00797.csv,1.5643368431897900,,
charge,[2010.       6.       8.       7.      33.       6.734],22,B0043,61,798,00798.csv,,,
discharge,[2010.     6.     8.    10.    34.    18.5],22,B0043,62,799,00799.csv,1.558307017802490,,
impedance,[2010.      6.      8.     11.     29.     23.75],24,B0043,63,800,00800.csv,,0.059357567780692500,0.09646126147273450
charge,[2.010e+03 6.000e+00 8.000e+00 1.200e+01 1.000e+00 9.765e+00],22,B0043,64,801,00801.csv,,,
impedance,[2010.       6.       8.      15.       6.      23.578],24,B0043,65,802,00802.csv,,0.06274655210749350,0.10238976816496700
discharge,[2010.       6.       8.      15.      38.       9.593],22,B0043,66,803,00803.csv,1.5537149289772500,,
charge,[2010.       6.       8.      16.      29.      29.609],22,B0043,67,804,00804.csv,,,
discharge,[2010.      6.      8.     19.     30.     45.25],22,B0043,68,805,00805.csv,1.549528250585510,,
charge,[2010.       6.       8.      20.      21.      58.343],22,B0043,69,806,00806.csv,,,
discharge,[2010.       6.       8.      23.      23.      11.562],22,B0043,70,807,00807.csv,1.5424430535161100,,
charge,[2010.       6.       9.       0.      14.      12.203],22,B0043,71,808,00808.csv,,,
discharge,[2010.       6.       9.       3.      15.      28.281],22,B0043,72,809,00809.csv,1.54256227031715,,
charge,[2010.       6.       9.       4.       6.       7.312],22,B0043,73,810,00810.csv,,,
discharge,[2010.       6.       9.       7.       7.      20.406],22,B0043,74,811,00811.csv,1.5309356452520200,,
impedance,[2.010e+03 6.000e+00 9.000e+00 8.000e+00 2.000e+00 1.843e+00],24,B0043,75,812,00812.csv,,0.05969818363702730,0.09543453610611550
charge,[2010.       6.       9.       8.      33.      48.203],22,B0043,76,813,00813.csv,,,
impedance,[2.01e+03 6.00e+00 9.00e+00 1.10e+01 3.90e+01 8.90e-01],24,B0043,77,814,00814.csv,,0.06130052419342860,0.10368442434079100
discharge,[2010.       6.       9.      12.      10.      47.421],22,B0043,78,815,00815.csv,1.5247733176952400,,
charge,[2.0100e+03 6.0000e+00 9.0000e+00 1.3000e+01 1.0000e+00 3.0656e+01],22,B0043,79,816,00816.csv,,,
discharge,[2.0100e+03 6.0000e+00 9.0000e+00 1.6000e+01 2.0000e+00 4.7125e+01],22,B0043,80,817,00817.csv,1.5196742408779500,,
charge,[2010.       6.       9.      16.      53.      21.828],22,B0043,81,818,00818.csv,,,
discharge,[2010.      6.      9.     19.     54.     38.39],22,B0043,82,819,00819.csv,1.5123696925788700,,
charge,[2.01e+03 6.00e+00 9.00e+00 2.00e+01 4.50e+01 4.68e-01],22,B0043,83,820,00820.csv,,,
discharge,[2010.       6.       9.      23.      46.      17.078],22,B0043,84,821,00821.csv,1.499914486202400,,
charge,[2010.       6.      10.       0.      36.      17.703],22,B0043,85,822,00822.csv,,,
discharge,[2010.     6.    10.     3.    37.    32.5],22,B0043,86,823,00823.csv,1.4924106271188300,,
impedance,[2010.       6.      10.       4.      31.      20.156],24,B0043,87,824,00824.csv,,0.062360229332975700,0.09980194578119270
charge,[2010.       6.      10.       5.       3.       7.312],22,B0043,88,825,00825.csv,,,
impedance,[2010.       6.      10.       8.       8.      25.312],24,B0043,89,826,00826.csv,,0.06100598756900300,0.10420033349924400
discharge,[2010.       6.      10.       8.      40.      12.437],22,B0043,90,827,00827.csv,1.492624987952710,,
charge,[2010.       6.      10.       9.      30.      14.218],22,B0043,91,828,00828.csv,,,
discharge,[2010.       6.      10.      12.      31.      31.375],22,B0043,92,829,00829.csv,1.4924024018806000,,
charge,[2010.       6.      10.      13.      21.      20.703],22,B0043,93,830,00830.csv,,,
discharge,[2010.       6.      10.      16.      22.      38.906],22,B0043,94,831,00831.csv,1.4853020201751700,,
charge,[2010.       6.      10.      17.      12.      28.187],22,B0043,95,832,00832.csv,,,
discharge,[2010.       6.      10.      20.      13.      46.031],22,B0043,96,833,00833.csv,1.477208127101590,,
charge,[2010.       6.      10.      21.       3.      21.109],22,B0043,97,834,00834.csv,,,
discharge,[2010.       6.      11.       0.       4.      38.656],22,B0043,98,835,00835.csv,1.4694738525181400,,
impedance,[2010.       6.      11.       0.      57.      48.437],24,B0043,99,836,00836.csv,,0.06410791830349980,0.10005880962801800
charge,[2.0100e+03 6.0000e+00 1.1000e+01 1.0000e+00 2.9000e+01 3.6015e+01],22,B0043,100,837,00837.csv,,,
impedance,[2010.       6.      11.       4.      34.      52.187],24,B0043,101,838,00838.csv,,0.0634383455309271,0.10705250568697400
discharge,[2010.       6.      11.      12.      17.      20.515],4,B0043,102,839,00839.csv,0.057034391042653800,,
impedance,[2010.       6.      11.      12.      40.      24.671],24,B0043,103,840,00840.csv,,0.06974013460963180,0.20684891992638900
charge,[2010.      6.     11.     13.     12.     12.39],4,B0043,104,841,00841.csv,,,
impedance,[2010    6   11   16   17   32],24,B0043,105,842,00842.csv,,0.06807242725280270,0.215524679658249
discharge,[2010.       6.      11.      16.      49.      19.671],4,B0043,106,843,00843.csv,0.0571536334895882,,
charge,[2010.       6.      11.      17.       7.      40.968],4,B0043,107,844,00844.csv,,,
discharge,[2010.      6.     11.     20.      8.     56.89],4,B0043,108,845,00845.csv,0.05729366005937670,,
charge,[2010.      6.     11.     20.     26.     56.39],4,B0043,109,846,00846.csv,,,
discharge,[2010.       6.      11.      23.      28.      14.921],4,B0043,110,847,00847.csv,0.05744203185278050,,
charge,[2010.       6.      11.      23.      46.       5.703],4,B0043,111,848,00848.csv,,,
discharge,[2010.      6.     16.     10.     39.     50.39],4,B0043,112,849,00849.csv,0.06713062107721120,,
charge,[2010.       6.      16.      11.       9.      50.781],4,B0043,113,850,00850.csv,,,
impedance,[2010.      6.     16.     14.     15.      4.89],24,B0043,114,851,00851.csv,,0.07280892714065400,0.21320167120740800
discharge,[2010.       6.      16.      14.      46.      51.593],4,B0043,115,852,00852.csv,0.06714781920234740,,
charge,[2010.       6.      16.      15.       6.       5.515],4,B0043,116,853,00853.csv,,,
discharge,[2010.       6.      16.      18.       7.      22.875],4,B0043,117,854,00854.csv,0.06732001211690300,,
charge,[2010.      6.     16.     18.     26.     18.14],4,B0043,118,855,00855.csv,,,
discharge,[2010.       6.      16.      21.      27.      32.859],4,B0043,119,856,00856.csv,0.06784038051613320,,
charge,[2010.       6.      16.      21.      46.      19.531],4,B0043,120,857,00857.csv,,,
discharge,[2010.       6.      17.       0.      47.      36.281],4,B0043,121,858,00858.csv,0.06799604927210640,,
charge,[2.01e+03 6.00e+00 1.70e+01 1.00e+00 0.00e+00 3.05e+01],4,B0043,122,859,00859.csv,,,
discharge,[2010.       6.      17.       3.      38.      47.796],4,B0043,123,860,00860.csv,0.06828011147886550,,
impedance,[2.0100e+03 6.0000e+00 1.7000e+01 4.0000e+00 1.0000e+00 4.2312e+01],24,B0043,124,861,00861.csv,,0.06928729827214220,0.19857680669608700
charge,[2010.       6.      17.       4.      33.      29.468],4,B0043,125,862,00862.csv,,,
impedance,[2010.       6.      17.       7.      38.      43.687],24,B0043,126,863,00863.csv,,0.06712934292908880,0.20809437170792100
discharge,[2010.      6.     17.      8.     10.     30.89],4,B0043,127,864,00864.csv,0.06844632943125980,,
charge,[2010.       6.      17.       8.      29.      16.421],4,B0043,128,865,00865.csv,,,
discharge,[2010.       6.      17.      11.      30.      34.546],4,B0043,129,866,00866.csv,0.06851361914788080,,
charge,[2010.       6.      17.      11.      49.      12.546],4,B0043,130,867,00867.csv,,,
discharge,[2010.       6.      17.      14.      50.      30.921],4,B0043,131,868,00868.csv,0.06887402435616680,,
charge,[2010.       6.      17.      15.       8.      49.234],4,B0043,132,869,00869.csv,,,
discharge,[2010.       6.      17.      18.      10.       6.218],4,B0043,133,870,00870.csv,0.056544389321695700,,
charge,[2010.       6.      17.      18.      28.      39.562],4,B0043,134,871,00871.csv,,,
discharge,[2010.       6.      17.      21.      29.      54.875],4,B0043,135,872,00872.csv,0.06918353164189850,,
impedance,[2010.       6.      17.      21.      52.      19.546],24,B0043,136,873,00873.csv,,0.06923030864208450,0.18972164522521600
charge,[2010.       6.      17.      22.      24.       6.937],4,B0043,137,874,00874.csv,,,
impedance,[2.0100e+03 6.0000e+00 1.8000e+01 1.0000e+00 2.9000e+01 2.3531e+01],24,B0043,138,875,00875.csv,,0.07091012197876410,0.19117202497651800
discharge,[2.0100e+03 6.0000e+00 1.8000e+01 2.0000e+00 1.0000e+00 1.1046e+01],4,B0043,139,876,00876.csv,0.059122086455436700,,
charge,[2.0100e+03 6.0000e+00 1.8000e+01 2.0000e+00 1.9000e+01 4.1687e+01],4,B0043,140,877,00877.csv,,,
discharge,[2010.       6.      18.       5.      20.      59.203],4,B0043,141,878,00878.csv,0.06956120084140220,,
charge,[2010.       6.      18.       5.      39.      17.937],4,B0043,142,879,00879.csv,,,
discharge,[2010.       6.      18.       8.      40.      33.875],4,B0043,143,880,00880.csv,0.07017897804376620,,
charge,[2010.       6.      18.       8.      58.      45.468],4,B0043,144,881,00881.csv,,,
discharge,[2010.       6.      18.      12.       0.       2.609],4,B0043,145,882,00882.csv,0.07028148183862520,,
charge,[2010.       6.      18.      12.      18.      17.218],4,B0043,146,883,00883.csv,,,
discharge,[2010.       6.      18.      15.      19.      35.359],4,B0043,147,884,00884.csv,0.05787364202878380,,
impedance,[2010.       6.      18.      15.      41.      40.687],24,B0043,148,885,00885.csv,,0.06577386308568440,0.2053526238059940
charge,[2010.       6.      18.      16.      13.      28.609],4,B0043,149,886,00886.csv,,,
impedance,[2010.       6.      18.      19.      18.      45.218],24,B0043,150,887,00887.csv,,0.07821033552856100,0.2178688419683500
discharge,[2010.       6.      18.      19.      50.      33.234],4,B0043,151,888,00888.csv,0.07056618554293370,,
charge,[2010.       6.      18.      20.       8.      41.406],4,B0043,152,889,00889.csv,,,
discharge,[2010    6   18   23    9   59],4,B0043,153,890,00890.csv,0.057989410208958,,
charge,[2010.       6.      18.      23.      27.      58.265],4,B0043,154,891,00891.csv,,,
discharge,[2.0100e+03 6.0000e+00 1.9000e+01 2.0000e+00 2.9000e+01 1.6281e+01],4,B0043,155,892,00892.csv,0.07129266446800790,,
charge,[2.0100e+03 6.0000e+00 1.9000e+01 2.0000e+00 4.0000e+01 5.4296e+01],4,B0043,156,893,00893.csv,,,
discharge,[2010.       6.      19.       5.      42.      11.468],4,B0043,157,894,00894.csv,0.07146546557664280,,
charge,[2010.       6.      19.       5.      53.      27.375],4,B0043,158,895,00895.csv,,,
discharge,[2010.       6.      19.       8.      49.      37.406],4,B0043,159,896,00896.csv,0.0716254973792324,,
impedance,[2010.       6.      19.       9.       4.      42.656],24,B0043,160,897,00897.csv,,0.07746547673166540,0.20470618804390900
charge,[2010.       6.      19.       9.      36.      31.031],4,B0043,161,898,00898.csv,,,
impedance,[2010.      6.     19.     12.     30.     36.89],24,B0043,162,899,00899.csv,,0.07821325356744200,0.21410546814283400
discharge,[2010.       6.      21.      15.      19.      37.906],4,B0043,163,900,00900.csv,0.07192596356272020,,
impedance,[2010.       6.      21.      15.      42.      37.859],24,B0043,164,901,00901.csv,,0.07826900886795120,0.2053281881889850
charge,[2010.       6.      21.      16.      14.      26.265],4,B0043,165,902,00902.csv,,,
impedance,[2010.       6.      21.      19.      19.      46.593],24,B0043,166,903,00903.csv,,0.0807128037794328,0.19832731033743400
discharge,[2010.       6.      21.      19.      51.      35.109],4,B0043,167,904,00904.csv,0.058840095111364700,,
charge,[2010.       6.      21.      20.      10.      25.609],4,B0043,168,905,00905.csv,,,
discharge,[2010.       6.      21.      23.      11.      45.359],4,B0043,169,906,00906.csv,0.07213853480103970,,
charge,[2010.      6.     21.     23.     30.     14.39],4,B0043,170,907,00907.csv,,,
discharge,[2.0100e+03 6.0000e+00 2.2000e+01 2.0000e+00 3.1000e+01 3.5687e+01],4,B0043,171,908,00908.csv,0.07231835711877920,,
charge,[2.0100e+03 6.0000e+00 2.2000e+01 2.0000e+00 4.3000e+01 2.4468e+01],4,B0043,172,909,00909.csv,,,
discharge,[2010.       6.      22.       5.      44.      45.062],4,B0043,173,910,00910.csv,0.05938170626668100,,
charge,[2010.       6.      22.       6.       3.      34.828],4,B0043,174,911,00911.csv,,,
discharge,[2010.       6.      22.       9.       4.      54.281],4,B0043,175,912,00912.csv,0.07294488485625280,,
impedance,[2010.       6.      22.       9.      27.       8.843],24,B0043,176,913,00913.csv,,0.07645696609192700,0.20407816315700600
charge,[2010.       6.      22.       9.      58.      57.593],4,B0043,177,914,00914.csv,,,
impedance,[2010.       6.      22.      13.       4.      18.296],24,B0043,178,915,00915.csv,,0.07712136345922980,0.21145936697056900
discharge,[2010.       6.      22.      13.      36.       7.203],4,B0043,179,916,00916.csv,0.07306917734079590,,
charge,[2010.       6.      22.      13.      54.      23.468],4,B0043,180,917,00917.csv,,,
discharge,[2010.       6.      22.      16.      55.      44.609],4,B0043,181,918,00918.csv,0.07317054128128270,,
charge,[2010    6   22   17   13   51],4,B0043,182,919,00919.csv,,,
discharge,[2010.       6.      22.      20.      15.       9.718],4,B0043,183,920,00920.csv,0.07347430293304900,,
charge,[2010.       6.      22.      20.      33.      19.343],4,B0043,184,921,00921.csv,,,
discharge,[2010.       6.      22.      23.      34.      40.078],4,B0043,185,922,00922.csv,0.06010697591831880,,
charge,[2010.       6.      22.      23.      52.      40.015],4,B0043,186,923,00923.csv,,,
discharge,[2.010e+03 6.000e+00 2.300e+01 2.000e+00 5.400e+01 2.359e+00],4,B0043,187,924,00924.csv,0.07383162509955740,,
impedance,[2010.       6.      23.       3.      15.      52.484],24,B0043,188,925,00925.csv,,0.07489019951452300,0.2102242477486810
charge,[2010.       6.      23.       3.      47.      41.593],4,B0043,189,926,00926.csv,,,
impedance,[2.010e+03 6.000e+00 2.300e+01 6.000e+00 5.300e+01 1.625e+00],24,B0043,190,927,00927.csv,,0.07743646557440480,0.21194602938813900
discharge,[2010.       6.      23.       7.      24.      51.046],4,B0043,191,928,00928.csv,0.060495215307428200,,
charge,[2010.       6.      23.       7.      42.      56.171],4,B0043,192,929,00929.csv,,,
discharge,[2010.      6.     23.     10.     44.     16.39],4,B0043,193,930,00930.csv,0.060604010237618100,,
charge,[2.0100e+03 6.0000e+00 2.3000e+01 1.1000e+01 1.0000e+00 5.9171e+01],4,B0043,194,931,00931.csv,,,
discharge,[2010.      6.     23.     14.      3.     18.14],4,B0043,195,932,00932.csv,0.06073438432235220,,
charge,[2010.       6.      23.      14.      18.      20.062],4,B0043,196,933,00933.csv,,,
discharge,[2010.       6.      23.      17.      19.      43.093],4,B0043,197,934,00934.csv,0.06099653048237790,,
charge,[2010.       6.      23.      17.      31.      13.656],4,B0043,198,935,00935.csv,,,
discharge,[2010.       6.      23.      20.      32.      31.953],4,B0043,199,936,00936.csv,0.061130459259873100,,
impedance,[2010.       6.      23.      20.      39.      52.671],24,B0043,200,937,00937.csv,,0.07965073217216790,0.2188828736100160
charge,[2010.       6.      23.      21.      11.      42.187],4,B0043,201,938,00938.csv,,,
impedance,[2010.      6.     23.     22.     38.     15.39],24,B0043,202,939,00939.csv,,0.07675873388972680,0.20599127868849400
discharge,[2010.       6.      23.      23.      10.       5.078],4,B0043,203,940,00940.csv,0.06129124410987600,,
charge,[2010.       6.      23.      23.      13.      26.015],4,B0043,204,941,00941.csv,,,
discharge,[2010.       6.      24.       0.      22.      53.234],4,B0043,205,942,00942.csv,0.06130329065804090,,
charge,[2.010e+03 6.000e+00 2.400e+01 0.000e+00 2.600e+01 1.515e+00],4,B0043,206,943,00943.csv,,,
discharge,[2.010e+03 6.000e+00 2.400e+01 1.000e+00 1.800e+01 4.437e+00],4,B0043,207,944,00944.csv,0.061151661574091000,,
charge,[2.0100e+03 6.0000e+00 2.4000e+01 1.0000e+00 2.1000e+01 2.5375e+01],4,B0043,208,945,00945.csv,,,
discharge,[2.0100e+03 6.0000e+00 2.4000e+01 2.0000e+00 1.7000e+01 4.2484e+01],4,B0043,209,946,00946.csv,0.061405387192057300,,
charge,[2.0100e+03 6.0000e+00 2.4000e+01 2.0000e+00 2.0000e+01 5.1375e+01],4,B0043,210,947,00947.csv,,,
discharge,[2010.     6.    24.     3.    12.    12.5],4,B0043,211,948,00948.csv,0.06175780765942850,,
impedance,[2010.       6.      24.       3.      19.      21.546],24,B0043,212,949,00949.csv,,0.07431721146026820,0.20879222067530900
charge,[2010.       6.      24.       3.      51.      11.234],4,B0043,213,950,00950.csv,,,
impedance,[2.01e+03 6.00e+00 2.40e+01 4.00e+00 5.90e+01 2.50e-01],24,B0043,214,951,00951.csv,,0.07581858920714560,0.2025122662195650
discharge,[2010.       6.      25.      18.      45.       5.406],4,B0043,215,952,00952.csv,1.5250840516518200,,
impedance,[2010.       6.      25.      20.      24.       6.312],24,B0043,216,953,00953.csv,,0.08157301854068080,0.22734166264831700
charge,[2010.       6.      25.      20.      55.      56.234],4,B0043,217,954,00954.csv,,,
impedance,[2.0100e+03 6.0000e+00 2.6000e+01 0.0000e+00 1.0000e+00 2.0359e+01],24,B0043,218,955,00955.csv,,0.07796586137129170,0.19794737391773200
discharge,[2010.       6.      26.       0.      33.      10.328],4,B0043,219,956,00956.csv,1.552568811301300,,
charge,[2.0100e+03 6.0000e+00 2.6000e+01 2.0000e+00 9.0000e+00 4.6062e+01],4,B0043,220,957,00957.csv,,,
discharge,[2010.       6.      26.       5.      11.       6.265],4,B0043,221,958,00958.csv,1.5427752626774400,,
charge,[2010.       6.      26.       6.      47.       6.703],4,B0043,222,959,00959.csv,,,
discharge,[2010.       6.      26.       9.      48.      28.984],4,B0043,223,960,00960.csv,1.5331932831264700,,
charge,[2010.       6.      26.      11.      23.      55.578],4,B0043,224,961,00961.csv,,,
discharge,[2010.      6.     26.     14.     25.     15.64],4,B0043,225,962,00962.csv,1.5152721949172000,,
charge,[2010.       6.      26.      15.      59.      50.812],4,B0043,226,963,00963.csv,,,
discharge,[2.0100e+03 6.0000e+00 2.6000e+01 1.9000e+01 1.0000e+00 1.0906e+01],4,B0043,227,964,00964.csv,1.5074989761997700,,
impedance,[2010.      6.     26.     20.     39.     31.14],24,B0043,228,965,00965.csv,,0.08159659031314680,0.22908998278296000
charge,[2010.      6.     26.     21.     11.     21.39],4,B0043,229,966,00966.csv,,,
impedance,[2010.       6.      27.       0.      16.      41.953],24,B0043,230,967,00967.csv,,0.07567007904044710,0.19391165804198200
discharge,[2010.       6.      27.       0.      48.      32.265],4,B0043,231,968,00968.csv,1.4896288908647600,,
charge,[2.0100e+03 6.0000e+00 2.7000e+01 2.0000e+00 2.2000e+01 1.3843e+01],4,B0043,232,969,00969.csv,,,
discharge,[2010.       6.      27.       5.      23.      33.859],4,B0043,233,970,00970.csv,1.4780778852088100,,
charge,[2.01e+03 6.00e+00 2.70e+01 6.00e+00 5.70e+01 5.15e-01],4,B0043,234,971,00971.csv,,,
discharge,[2010.       6.      27.       9.      58.      20.953],4,B0043,235,972,00972.csv,1.4700035345334500,,
charge,[2010.       6.      27.      11.      31.      20.968],4,B0043,236,973,00973.csv,,,
discharge,[2010.       6.      27.      14.      32.      41.171],4,B0043,237,974,00974.csv,1.4565623180137100,,
charge,[2010.       6.      27.      16.       5.      16.625],4,B0043,238,975,00975.csv,,,
discharge,[2010.       6.      27.      19.       6.      37.984],4,B0043,239,976,00976.csv,1.445976962830240,,
impedance,[2010.       6.      27.      20.      42.      49.937],24,B0043,240,977,00977.csv,,0.0827731208742837,0.2456589718806830
charge,[2010.      6.     27.     21.     14.     40.64],4,B0043,241,978,00978.csv,,,
impedance,[2010.       6.      28.       0.      20.       6.921],24,B0043,242,979,00979.csv,,0.07733174135424250,0.19480437519666300
discharge,[2010.       6.      28.       0.      51.      57.734],4,B0043,243,980,00980.csv,1.4325855992469300,,
charge,[2.0100e+03 6.0000e+00 2.8000e+01 2.0000e+00 2.3000e+01 3.4531e+01],4,B0043,244,981,00981.csv,,,
discharge,[2010.      6.     28.      5.     24.     57.14],4,B0043,245,982,00982.csv,1.4197344854663000,,
charge,[2010.       6.      28.       6.      56.      15.671],4,B0043,246,983,00983.csv,,,
discharge,[2010.       6.      28.       9.      57.      41.468],4,B0043,247,984,00984.csv,1.401262575071570,,
charge,[2010.       6.      28.      11.      28.      20.734],4,B0043,248,985,00985.csv,,,
discharge,[2010.       6.      28.      14.      29.      46.171],4,B0043,249,986,00986.csv,1.3862945308536000,,
charge,[2010.       6.      28.      15.      59.      45.656],4,B0043,250,987,00987.csv,,,
discharge,[2.010e+03 6.000e+00 2.800e+01 1.900e+01 1.000e+00 9.578e+00],4,B0043,251,988,00988.csv,1.384130256052480,,
impedance,[2010.       6.      28.      20.      34.      48.703],24,B0043,252,989,00989.csv,,0.08206133066843530,0.2345891909586790
charge,[2010.       6.      28.      21.       6.      40.062],4,B0043,253,990,00990.csv,,,
impedance,[2010.       6.      29.       0.      12.       8.687],24,B0043,254,991,00991.csv,,0.0752054973692065,0.22105217041987200
discharge,[2.01e+03 6.00e+00 2.90e+01 0.00e+00 4.40e+01 7.80e-02],4,B0043,255,992,00992.csv,1.3651743201871400,,
charge,[2.0100e+03 6.0000e+00 2.9000e+01 2.0000e+00 1.3000e+01 2.3796e+01],4,B0043,256,993,00993.csv,,,
discharge,[2010.       6.      29.       5.      14.      48.968],4,B0043,257,994,00994.csv,1.361508332192900,,
charge,[2010.     6.    29.     6.    43.    33.5],4,B0043,258,995,00995.csv,,,
discharge,[2010.       6.      29.       9.      44.      58.609],4,B0043,259,996,00996.csv,1.351001663879720,,
charge,[2010.       6.      29.      11.      13.      20.578],4,B0043,260,997,00997.csv,,,
discharge,[2010.       6.      29.      14.      14.      43.546],4,B0043,261,998,00998.csv,1.3282588067265100,,
charge,[2010.      6.     29.     15.     42.     37.75],4,B0043,262,999,00999.csv,,,
discharge,[2.010e+03 6.000e+00 2.900e+01 1.800e+01 4.400e+01 1.531e+00],4,B0043,263,1000,01000.csv,1.3257206687421500,,
